CAMAQUA;1;1;1;0;67;2;4;3;1;27;0;16;7;0;0;1
CAMARGO;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0
CAMBARA DO SUL;1;0;0;0;2;0;0;0;0;5;0;0;0;0;0;0
CAMPESTRE DA SERRA;1;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0
CAMPINA DAS MISSOES;1;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0
CAMPINAS DO SUL;1;0;0;0;1;0;0;0;0;2;0;2;0;0;0;0
CAMPO BOM;1;0;0;0;81;0;10;10;3;37;0;7;3;0;0;0
CAMPO NOVO;1;0;0;0;11;0;1;0;0;1;1;1;0;0;0;0
CAMPOS BORGES;1;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0
CANDELARIA;1;2;2;0;26;4;0;0;0;14;1;8;2;0;0;2
CANDIDO GODOI;1;0;0;0;2;0;0;0;0;2;0;0;1;0;0;0
CANDIOTA;1;0;0;0;11;3;1;0;0;6;0;0;0;0;0;0
CANELA;1;1;1;0;53;0;2;1;0;43;1;20;16;0;0;1
CANGUCU;1;0;0;0;22;1;3;3;0;11;1;1;0;0;0;0
CANOAS;1;9;11;0;409;0;34;173;22;325;10;37;38;0;0;11
CANUDOS DO VALE;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
CAPAO BONITO DO SUL;1;0;0;0;4;3;0;0;0;0;0;0;0;0;0;0
CAPAO DA CANOA;1;2;2;0;159;0;6;25;0;111;3;16;25;0;0;2
CAPAO DO CIPO;1;0;0;0;3;1;0;0;0;1;0;0;0;0;0;0
CAPAO DO LEAO;1;0;0;0;17;4;0;2;0;3;1;1;0;0;0;0
CAPELA DE SANTANA;1;0;0;0;4;0;0;1;1;5;2;0;0;0;0;0
CAPITAO;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
CAPIVARI DO SUL;1;0;0;0;0;0;0;1;0;2;0;2;1;0;0;0
CARAA;1;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0
CARAZINHO;1;0;0;0;67;1;3;8;1;64;5;8;4;0;0;0
CARLOS BARBOSA;1;3;4;0;8;0;0;2;0;29;0;5;1;0;0;4
CARLOS GOMES;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CASCA;1;0;0;0;7;0;1;0;0;4;0;4;1;0;0;0
CASEIROS;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
CATUIPE;1;0;0;0;4;0;0;1;0;5;3;1;0;0;0;0
CAXIAS DO SUL;1;8;9;0;329;4;96;85;24;359;21;14;34;0;0;12
CENTENARIO;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
CERRITO;1;0;0;0;4;2;0;0;0;2;1;0;0;0;0;0
CERRO BRANCO;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
CERRO GRANDE;1;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0
CERRO GRANDE DO SUL;1;0;0;0;2;1;1;0;0;4;4;0;0;0;0;0
CERRO LARGO;1;0;0;0;2;0;1;0;0;3;1;1;2;0;0;0
CHAPADA;1;0;0;0;6;0;1;2;0;2;0;0;0;0;0;0
CHARQUEADAS;1;0;0;0;20;0;0;0;0;20;1;19;14;0;0;0
CHARRUA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CHIAPETTA;1;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0
CHUI;1;0;0;0;15;0;0;1;0;3;0;3;2;0;0;0
CHUVISCA;1;0;0;0;6;2;0;1;0;1;1;0;0;0;0;0
CIDREIRA;1;0;0;0;48;1;7;11;2;20;1;3;8;0;1;1
CIRIACO;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
COLINAS;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
COLORADO;1;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0
CONDOR;1;0;0;0;0;0;2;0;0;4;2;0;0;0;0;0
CONSTANTINA;1;0;0;0;8;0;0;0;0;6;0;1;1;0;0;0
COQUEIRO BAIXO;1;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0
COQUEIROS DO SUL;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0
CORONEL BARROS;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
CORONEL BICACO;1;0;0;0;8;0;0;0;0;0;1;1;0;0;0;0
CORONEL PILAR;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COTIPORA;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
COXILHA;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
CRISSIUMAL;1;0;0;0;4;1;0;0;0;1;3;0;1;0;0;0
CRISTAL;1;0;0;0;4;0;1;1;0;6;2;2;2;0;0;0
CRISTAL DO SUL;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
CRUZ ALTA;1;1;1;0;68;1;0;2;2;41;11;11;11;0;0;1
CRUZALTENSE;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
CRUZEIRO DO SUL;1;0;0;0;8;0;0;0;0;8;0;0;0;0;0;0
DAVID CANABARRO;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0
DERRUBADAS;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
DEZESSEIS DE NOVEMBRO;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
DILERMANDO DE AGUIAR;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
DOIS IRMAOS;1;0;0;0;10;0;1;1;0;24;1;13;8;0;0;0
DOIS IRMAOS DAS MISSOES;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DOIS LAJEADOS;1;0;0;0;2;0;0;0;1;1;0;0;0;0;0;0
DOM FELICIANO;1;0;0;0;23;5;0;0;0;3;0;1;0;0;0;0
DOM PEDRITO;1;1;1;0;23;2;0;4;0;10;3;5;2;0;0;1
DOM PEDRO DE ALCANTARA;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1
DONA FRANCISCA;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0
DOUTOR RICARDO;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
DR MAURICIO CARDOSO;1;0;0;0;2;0;0;0;0;4;2;0;0;0;0;0
ELDORADO DO SUL;1;0;0;0;44;1;0;9;0;30;1;6;15;0;0;0
ENCANTADO;1;0;0;0;26;0;2;1;0;8;0;10;0;0;0;0
ENCRUZILHADA DO SUL;1;1;1;0;16;6;1;1;0;10;1;0;1;0;0;1
ENGENHO VELHO;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
ENTRE IJUIS;1;0;0;0;6;1;0;1;0;1;1;0;1;0;0;0
ENTRE RIOS DO SUL;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
EREBANGO;1;0;0;0;4;0;0;0;0;2;1;0;0;0;0;0
ERECHIM;1;3;4;0;73;1;3;7;1;71;19;19;12;0;0;4
ERNESTINA;1;0;0;0;3;0;0;0;0;1;2;4;0;0;0;0
ERVAL GRANDE;1;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0
ERVAL SECO;1;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0
ESMERALDA;1;0;0;0;7;0;0;1;0;0;0;0;0;0;0;0
ESPERANCA DO SUL;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
ESPUMOSO;1;0;0;0;7;0;1;0;0;6;4;0;1;0;0;0
ESTACAO;1;0;0;0;4;0;0;0;0;1;0;3;0;0;0;0
ESTANCIA VELHA;1;0;0;0;38;0;1;9;1;13;2;4;0;0;0;0
ESTEIO;1;0;0;0;131;0;3;30;8;80;0;11;12;0;0;0
ESTRELA;1;2;2;0;14;0;0;0;0;13;1;6;5;0;0;3
ESTRELA VELHA;1;0;0;0;2;0;0;0;0;1;1;0;0;0;0;0
EUGENIO DE CASTRO;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
FAGUNDES VARELA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FARROUPILHA;1;1;1;0;34;0;9;4;3;56;7;5;9;0;0;1
FAXINAL DO SOTURNO;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
FAXINALZINHO;1;0;0;0;2;0;0;0;0;0;1;0;1;0;0;0
FAZENDA VILA NOVA;1;0;0;0;4;1;0;0;0;4;0;0;2;0;0;0
FELIZ;1;0;0;0;4;0;0;0;0;5;0;8;1;0;0;0
FLORES DA CUNHA;1;0;0;0;8;0;1;0;2;24;1;1;1;0;0;0
FLORIANO PEIXOTO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FONTOURA XAVIER;1;0;0;0;6;1;1;0;0;2;3;3;0;0;0;0
FORMIGUEIRO;1;1;1;0;10;2;0;0;0;1;0;0;2;0;0;1
FORQUETINHA;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
FORTALEZA DOS VALOS;1;0;0;0;2;0;0;0;0;4;0;0;0;0;0;0
FREDERICO WESTPHALEN;1;0;0;0;10;1;2;0;0;17;2;10;4;0;0;0
GARIBALDI;1;0;0;0;17;1;0;2;1;24;0;3;1;0;0;1
GARRUCHOS;1;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0
GAURAMA;1;0;0;0;4;0;0;0;0;1;1;0;0;0;0;0
GENERAL CAMARA;1;0;0;0;9;3;0;0;0;1;0;0;1;0;0;0
GENTIL;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
GETULIO VARGAS;1;0;0;0;6;0;1;0;0;17;0;8;5;0;0;0
GIRUA;1;0;0;0;11;0;0;1;0;3;0;0;2;0;0;0
GLORINHA;1;1;2;0;1;1;1;2;0;5;0;1;1;0;0;2
GRAMADO;1;0;0;0;45;0;1;0;2;62;2;7;3;0;0;0
GRAMADO DOS LOUREIROS;1;0;0;0;2;1;0;0;0;0;2;0;0;0;0;0
GRAMADO XAVIER;1;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0
GRAVATAI;1;3;3;0;257;2;31;97;15;219;7;17;12;0;0;3
GUABIJU;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
GUAIBA;1;0;0;0;69;1;4;16;1;45;2;21;4;0;0;0
GUAPORE;1;2;2;0;13;2;0;3;1;30;6;6;2;0;0;2
GUARANI DAS MISSOES;1;0;0;0;7;0;0;0;0;2;0;0;0;0;0;0
HARMONIA;1;0;0;0;1;0;0;0;0;4;0;1;0;0;0;0
HERVAL;1;0;0;0;2;0;0;0;0;4;0;0;0;0;0;0
HERVEIRAS;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0
HORIZONTINA;1;0;0;0;8;0;1;0;0;15;1;5;0;0;0;0
HULHA NEGRA;1;0;0;0;2;1;0;1;0;2;0;0;0;0;0;0
HUMAITA;1;0;0;0;3;0;0;0;0;2;0;0;0;0;0;0
IBARAMA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IBIACA;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
IBIRAIARAS;1;0;0;0;0;0;0;1;0;4;2;1;0;0;0;0
IBIRAPUITA;1;1;1;0;3;2;0;0;0;2;1;0;1;0;0;1
IBIRUBA;1;0;0;0;5;1;0;1;0;18;1;5;5;0;0;0
IGREJINHA;1;0;0;0;9;0;0;1;0;4;0;3;1;0;0;0
IJUI;1;0;0;0;63;0;3;4;0;46;6;4;4;0;0;0
ILOPOLIS;1;0;0;0;9;1;0;0;0;1;0;2;0;0;0;0
IMBE;1;2;4;0;84;0;3;6;0;33;1;17;14;0;0;4
IMIGRANTE;1;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0
INDEPENDENCIA;1;0;0;0;4;0;0;0;0;2;0;0;1;0;0;0
INHACORA;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
IPE;1;0;0;0;4;0;0;2;0;5;0;0;0;0;0;0
IPIRANGA DO SUL;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
IRAI;1;0;0;0;10;0;1;0;0;1;1;2;1;0;0;0
ITAARA;1;0;0;0;5;0;2;0;0;5;0;0;0;0;0;0
ITACURUBI;1;0;0;0;7;1;1;0;0;1;1;1;0;0;0;0
ITAPUCA;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
ITAQUI;1;0;0;0;25;4;1;0;0;17;1;3;5;0;0;0
ITATI;1;0;0;0;1;0;1;0;0;0;1;3;0;0;0;0
ITATIBA DO SUL;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
IVORA;1;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0
IVOTI;1;0;0;0;7;0;2;0;0;15;0;5;0;0;0;0
JABOTICABA;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
JACUIZINHO;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
JACUTINGA;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0
JAGUARAO;1;0;0;0;16;2;0;1;0;2;1;5;16;0;0;0
JAGUARI;1;0;0;0;6;0;0;0;0;5;0;2;1;0;0;0
JAQUIRANA;1;1;1;0;5;3;0;1;0;1;0;0;0;0;0;1
JARI;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
JOIA;1;0;0;0;1;0;0;0;0;5;3;0;0;0;0;0
JULIO DE CASTILHOS;1;0;0;0;20;0;0;2;0;14;3;2;1;0;0;0
LAGOA BONITA DO SUL;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
LAGOA DOS TRES CANTOS;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0
LAGOA VERMELHA;1;0;0;0;27;3;1;1;0;16;4;3;6;0;0;0
LAGOAO;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
LAJEADO;1;2;2;0;103;1;5;11;0;90;2;5;10;0;0;3
LAJEADO DO BUGRE;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
LAVRAS DO SUL;1;0;0;0;6;2;0;0;0;1;0;0;0;0;0;0
LIBERATO SALZANO;1;0;0;0;4;1;0;0;0;1;0;0;1;0;0;0
LINDOLFO COLLOR;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
LINHA NOVA;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
MACAMBARA;1;0;0;0;7;4;0;0;0;4;0;0;0;0;0;0
MACHADINHO;1;0;0;0;10;1;1;1;0;1;1;2;0;0;0;0
MAMPITUBA;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
MANOEL VIANA;1;0;0;0;3;0;0;0;0;3;0;1;1;0;0;0
MAQUINE;1;0;0;0;7;0;3;0;1;6;0;0;1;0;0;0
MARATA;1;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0
MARAU;1;0;0;0;48;6;4;1;0;44;2;3;3;0;0;0
MARCELINO RAMOS;1;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0
MARIANA PIMENTEL;1;0;0;0;2;1;0;1;0;1;0;0;0;0;0;0
MARIANO MORO;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
MARQUES DE SOUZA;1;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0
MATA;1;0;0;0;6;0;0;0;0;3;2;0;0;0;0;0
MATO CASTELHANO;1;0;0;0;8;1;1;1;0;2;2;0;0;0;0;0
MATO LEITAO;1;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0
MATO QUEIMADO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MAXIMILIANO DE ALMEIDA;1;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0
MINAS DO LEAO;1;0;0;0;7;0;0;0;0;3;0;1;3;0;0;0
MIRAGUAI;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
MONTAURI;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
MONTE ALEGRE DOS CAMPOS;1;0;0;0;2;1;0;0;0;0;1;0;0;0;0;0
MONTE BELO DO SUL;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
MONTENEGRO;1;1;1;0;64;1;3;5;2;28;0;38;9;0;0;1
MORMACO;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
MORRINHOS DO SUL;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
MORRO REDONDO;1;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0
MORRO REUTER;1;0;0;0;9;0;0;2;0;3;0;0;0;0;0;0
MOSTARDAS;1;0;0;0;17;5;0;1;0;4;1;5;5;0;0;0
MUCUM;1;0;0;0;11;0;0;0;0;0;0;1;0;0;0;0
MUITOS CAPOES;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0
MULITERNO;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
NAO-ME-TOQUE;1;0;0;0;6;0;1;1;0;15;4;1;3;0;0;0
NICOLAU VERGUEIRO;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
NONOAI;1;0;0;0;5;1;0;0;0;5;2;0;4;0;0;0
NOVA ALVORADA;1;0;0;0;1;0;0;2;0;2;0;0;0;0;0;0
NOVA ARACA;1;0;0;0;5;0;1;1;0;0;0;2;0;0;0;0
NOVA BASSANO;1;0;0;0;4;0;1;0;0;4;0;2;2;0;0;0
NOVA BOA VISTA;1;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0
NOVA BRESCIA;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
NOVA CANDELARIA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NOVA ESPERANCA DO SUL;1;0;0;0;2;0;0;0;0;3;0;0;0;0;0;0
NOVA HARTZ;1;0;0;0;5;0;2;2;0;12;1;5;1;0;0;0
NOVA PADUA;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
NOVA PALMA;1;0;0;0;5;1;0;0;0;5;1;0;0;0;0;0
NOVA PETROPOLIS;1;0;0;0;10;0;1;0;0;9;0;4;1;0;0;0
NOVA PRATA;1;0;0;0;13;1;1;3;0;19;1;4;3;0;0;0
NOVA RAMADA;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
NOVA ROMA DO SUL;1;0;0;0;0;0;0;0;0;3;0;2;0;0;0;0
NOVA SANTA RITA;1;1;1;0;30;1;0;2;0;38;4;3;0;0;0;1
NOVO BARREIRO;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
NOVO CABRAIS;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
NOVO HAMBURGO;1;3;3;0;239;1;29;64;22;176;10;24;24;0;0;4
NOVO MACHADO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NOVO TIRADENTES;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0
NOVO XINGU;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
OSORIO;1;1;1;0;66;2;5;2;2;37;3;9;23;0;0;1
PAIM FILHO;1;0;0;0;6;1;0;1;0;1;0;0;0;0;0;0
PALMARES DO SUL;1;0;0;0;23;0;0;5;0;7;1;4;3;0;0;0
PALMEIRA DAS MISSOES;1;0;0;0;26;1;0;1;1;23;2;0;1;0;0;0
PALMITINHO;1;1;1;0;2;0;0;1;0;1;0;0;0;0;0;1
PANAMBI;1;1;1;0;19;0;5;0;0;30;2;4;1;0;0;1
PANTANO GRANDE;1;0;0;0;4;1;0;0;2;7;1;0;2;0;0;0
PARAI;1;0;0;0;2;0;0;0;0;8;0;1;1;0;0;0
PARAISO DO SUL;1;0;0;0;10;0;0;0;0;1;0;0;0;0;0;0
PARECI NOVO;1;1;1;0;4;0;0;0;0;1;0;0;0;0;0;1
PAROBE;1;0;0;0;31;1;11;6;0;29;1;13;5;0;0;0
PASSA SETE;1;0;0;0;2;1;0;1;0;0;0;0;0;0;0;1
PASSO DO SOBRADO;1;0;0;0;7;1;0;0;0;0;1;1;0;0;0;0
PASSO FUNDO;1;3;3;0;200;2;35;57;0;143;20;14;18;0;0;3
PAULO BENTO;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
PAVERAMA;1;0;0;0;1;0;1;0;0;4;0;1;1;0;0;0
PEDRAS ALTAS;1;0;0;0;4;3;0;0;0;0;0;0;0;0;0;0
PEDRO OSORIO;1;0;0;0;5;1;1;1;0;4;0;0;0;0;0;0
PEJUCARA;1;0;0;0;4;0;0;0;0;1;1;1;0;0;0;0
PELOTAS;1;4;4;0;310;5;30;111;7;152;8;15;17;0;0;6
PICADA CAFE;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
PINHAL;1;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0
PINHAL DA SERRA;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0
PINHAL GRANDE;1;0;0;0;2;0;0;0;0;1;1;0;0;0;0;0
PINHEIRINHO DO VALE;1;0;0;0;3;0;0;0;0;0;0;0;3;0;0;0
PINHEIRO MACHADO;1;0;0;0;8;3;0;0;0;5;0;0;0;0;0;0
PINTO BANDEIRA;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
PIRAPO;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
PIRATINI;1;0;0;0;7;2;0;1;0;11;0;1;0;0;0;0
PLANALTO;1;1;1;0;3;0;0;0;0;3;2;2;1;0;0;1
POCO DAS ANTAS;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
PONTAO;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
PONTE PRETA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PORTAO;1;0;0;0;25;0;4;3;1;31;1;4;3;0;0;0
PORTO ALEGRE;1;20;22;2;2278;2;186;1225;128;1431;42;156;240;2;0;30
PORTO LUCENA;1;0;0;0;0;0;0;0;0;1;3;0;1;0;0;0
PORTO MAUA;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
PORTO VERA CRUZ;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
PORTO XAVIER;1;0;0;0;3;0;0;0;0;8;2;2;1;0;0;0
POUSO NOVO;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
PRESIDENTE LUCENA;1;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0
PROGRESSO;1;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0
